#scenario=static,seed=1,durationSec=60,commit=unknown,hardware=unknown
frameNumber,timestampMs,dtMs,cpuRebuildMs,gpuBusyMs,bytesUploaded,uploadBudget,chunksRebuilt,drawCalls,triangles,vramLiveBytes,cpuMemBytes
0,1960.58,54.1088,34.103,0,0,1048576,12,868,256605,65098736,123797504
0,1995.74,36.6335,26.076,0,0,1048576,11,879,260982,65450568,125894656
0,2031.67,34.8823,28.679,0,0,1048576,10,889,263889,65654928,127991808
0,2060.48,35.6198,23.321,0,0,1048576,6,895,266492,65871040,130088960
0,2093.11,31.385,20.072,0,0,1048576,7,902,269368,66111696,132186112
0,2124.57,29.6341,28.656,0,0,1048576,9,910,272102,66320944,134283264
0,2159.23,30.9548,44.904,0,0,1048576,12,922,279718,66955344,136380416
0,2194.78,34.7045,46.41,0,0,1048576,13,935,285546,67373216,138477568
0,2232.09,35.5045,31.687,0,0,1048576,9,944,288597,67618760,140574720
0,2268.25,37.9697,28.879,0,0,1048576,7,951,290168,67732952,142671872
0,2303.23,36.4622,38.586,0,0,1048576,9,960,293368,67976936,144769024
0,2342.82,34.7427,43.322,0,0,1048576,9,969,297990,68339376,146866176
0,2393.16,39.4784,155.526,0,0,1048576,18,988,308388,69126448,148963328
0,2422.71,49.7399,35.518,0,0,1048576,7,994,309546,69253744,151060480
0,2452.95,29.5424,29.087,0,0,1048576,8,1002,312302,69495128,153157632
0,2489.9,30.2398,60.543,0,0,1048576,11,1013,316460,69825952,155254784
0,2520.18,36.9533,23.185,0,0,1048576,7,1020,318970,69983928,157351936
0,2551.9,30.2771,20.397,0,0,1048576,6,1026,321650,70210128,159449088
0,2592.78,31.7385,96.487,0,0,1048576,12,1038,329268,70780880,161546240
0,2631.07,42.7696,94.626,0,0,1048576,11,1050,335346,71229224,163643392
0,2669.19,36.8723,54.858,0,0,1048576,14,1063,340952,71693376,165740544
0,2705.73,38.2015,28.877,0,0,1048576,8,1071,343574,71894824,167837696
0,2739.46,36.6574,38.241,0,0,1048576,9,1080,347690,72217432,169934848
0,2773.16,33.5507,17.428,0,0,1048576,7,1087,349904,72374472,172032000
0,2814.46,34.0465,100.256,0,0,1048576,16,1103,358560,73163520,174129152
0,2849.19,41.6234,36.858,0,0,1048576,11,1114,364313,73513688,176226304
0,2881.91,34.3204,25.307,0,0,1048576,8,1122,368304,73817056,178323456
0,2920.45,34.5026,31.824,0,0,1048576,11,1134,373133,74176584,180420608
0,2951,36.5731,21.34,0,0,1048576,7,1140,376406,74468720,182517760
0,2987.18,30.4513,22.272,0,0,1048576,7,1148,381216,74807032,184614912
0,3024.93,36.2356,48.527,0,0,1048576,13,1159,385602,75199008,186712064
0,3060.92,37.72,39.533,0,0,1048576,12,1171,390829,75610536,188809216
0,3097.6,35.7209,32.312,0,0,1048576,11,1183,395618,75939904,190906368
0,3129.65,36.4366,14.361,0,0,1048576,6,1189,397102,76061168,193003520
0,3164.51,32.046,44.724,0,0,1048576,14,1202,401548,76456784,195100672
0,3198.88,34.8717,13.593,0,0,1048576,7,1209,404058,76632440,197197824
0,3233.52,34.3613,49.467,0,0,1048576,14,1222,408568,77028472,199294976
0,3261.05,35.1935,9.612,0,0,524288,5,1227,410104,77169080,201392128
0,3294.13,27.4851,21.249,0,0,524288,7,1234,412989,77398608,203489280
0,3336.29,33.0928,44.816,0,0,524288,15,1249,418058,77753768,205586432
0,3374.88,42.5292,45.195,0,0,524288,14,1263,423105,78165088,207683584
0,3408.82,38.2504,18.572,0,0,524288,7,1270,425645,78358944,209780736
0,3440.77,34.6825,21.888,0,0,524288,6,1277,427905,78516088,211877888
0,3469.96,30.6544,17.309,0,0,524288,7,1283,429992,78700792,213975040
0,3502.7,29.2017,30.126,0,0,524288,10,1293,433125,78948312,216072192
0,3535.34,32.7341,17.074,0,0,524288,7,1300,434734,79087152,218169344
0,3574.53,32.7379,32.313,0,0,524288,10,1310,437986,79304304,220266496
0,3607.92,39.0908,32.47,0,0,524288,10,1320,441373,79612248,222363648
0,3640.36,33.3858,15.06,0,0,524288,6,1327,443873,79761592,224460800
0,3673.14,32.4447,25.628,0,0,524288,10,1336,446862,80029184,226557952
0,3704.55,32.7726,24.516,0,0,524288,8,1344,450029,80262040,228655104
0,3734.91,31.4112,19.301,0,0,524288,7,1351,452894,80504672,230752256
0,3767.93,30.3696,15.515,0,0,524288,5,1356,455033,80632176,232849408
0,3805.05,33.0091,39.939,0,0,524288,14,1370,459052,80958736,234946560
0,3831.92,37.2904,10.861,0,0,524288,5,1375,460434,81056600,237043712
0,3862.74,26.7011,26.944,0,0,524288,9,1384,463076,81304432,239140864
0,3894.44,30.8457,17.634,0,0,524288,8,1392,465622,81460952,241238016
0,3925.54,31.6965,32.972,0,0,524288,10,1401,468177,81717624,243335168
0,3959.72,31.0844,12.983,0,0,524288,6,1408,470945,81921672,245432320
0,3992.43,34.2153,37.332,0,0,524288,9,1417,475690,82262376,247529472
0,4024.94,32.6748,29.907,0,0,524288,9,1426,479220,82531112,249626624
0,4039.65,32.5045,33.598,0,0,524288,10,1436,482740,82814408,249790464
0,4041.5,14.7128,0,0,0,524288,0,1437,483012,82814408,249790464
0,4043.16,1.8473,0,0,0,524288,0,1437,483012,82814408,249790464
0,4045.69,1.6583,0,0,0,524288,0,1437,483012,82814408,249790464
0,4049.5,2.5265,0,0,0,524288,0,1437,483012,82814408,249790464
0,4052.14,3.8213,0,0,0,524288,0,1437,483012,82814408,249790464
0,4054.56,2.8764,0,0,0,524288,0,1437,483012,82814408,249790464
0,4058.35,2.1837,0,0,0,524288,0,1437,483012,82814408,249790464
0,4060.44,3.7819,0,0,0,524288,0,1437,483012,82814408,249790464
0,4062.68,2.1009,0,0,0,524288,0,1437,483012,82814408,249790464
0,4065.15,2.2257,0,0,0,524288,0,1437,483012,82814408,249790464
0,4069.97,2.4702,0,0,0,524288,0,1437,483012,82814408,249790464
0,4071.51,4.8313,0,0,0,524288,0,1437,483012,82814408,249790464
0,4073.81,1.5332,0,0,0,524288,0,1437,483012,82814408,249790464
0,4078,2.2968,0,0,0,524288,0,1437,483012,82814408,249790464
0,4080.14,4.1919,0,0,0,524288,0,1437,483012,82814408,249790464
0,4082.34,2.1372,0,0,0,524288,0,1437,483012,82814408,249790464
0,4085.05,2.198,0,0,0,524288,0,1437,483012,82814408,249790464
0,4089.07,2.7102,0,0,0,524288,0,1437,483012,82814408,249790464
0,4091.09,4.0188,0,0,0,524288,0,1437,483012,82814408,249790464
0,4093.49,2.0264,0,0,0,524288,0,1437,483012,82814408,249790464
0,4097.67,2.3929,0,0,0,524288,0,1437,483012,82814408,249790464
0,4100.13,4.185,0,0,0,524288,0,1437,483012,82814408,249790464
0,4102.54,2.4599,0,0,0,524288,0,1437,483012,82814408,249790464
0,4104.91,2.4103,0,0,0,524288,0,1437,483012,82814408,249790464
0,4108.83,2.3727,0,0,0,524288,0,1437,483012,82814408,249790464
0,4110.92,3.9139,0,0,0,524288,0,1437,483012,82814408,249790464
0,4113.37,2.0902,0,0,0,524288,0,1437,483012,82814408,249790464
0,4117.77,2.4559,0,0,0,524288,0,1437,483012,82814408,249790464
0,4119.84,4.4242,0,0,0,524288,0,1437,483012,82814408,249790464
0,4122.03,2.0439,0,0,0,524288,0,1437,483012,82814408,249790464
0,4128.49,2.2043,0,0,0,524288,0,1437,483012,82814408,249790464
0,4130.83,6.4501,0,0,0,524288,0,1437,483012,82814408,249790464
0,4132.12,2.4672,0,0,0,524288,0,1437,483012,82814408,249790464
0,4134.79,1.1532,0,0,0,524288,0,1437,483012,82814408,249790464
0,4138.81,2.6764,0,0,0,524288,0,1437,483012,82814408,249790464
0,4140.93,4.0175,0,0,0,524288,0,1437,483012,82814408,249790464
0,4143.4,2.1208,0,0,0,524288,0,1437,483012,82814408,249790464
0,4147.58,2.4673,0,0,0,524288,0,1437,483012,82814408,249790464
0,4150,4.1823,0,0,0,524288,0,1437,483012,82814408,249790464
0,4152.01,2.4187,0,0,0,524288,0,1437,483012,82814408,249790464
0,4154.82,2.0071,0,0,0,524288,0,1437,483012,82814408,249790464
0,4158.73,2.8179,0,0,0,524288,0,1437,483012,82814408,249790464
0,4161.02,3.9045,0,0,0,524288,0,1437,483012,82814408,249790464
0,4163.67,2.5521,0,0,0,524288,0,1437,483012,82814408,249790464
0,4167.8,2.4102,0,0,0,524288,0,1437,483012,82814408,249790464
0,4170,4.1214,0,0,0,524288,0,1437,483012,82814408,249790464
0,4172.01,2.1912,0,0,0,524288,0,1437,483012,82814408,249790464
0,4177.56,2.0091,0,0,0,524288,0,1437,483012,82814408,249790464
0,4179.56,5.5669,0,0,0,524288,0,1437,483012,82814408,249790464
0,4181.47,1.9795,0,0,0,524288,0,1437,483012,82814408,249790464
0,4183.69,1.9134,0,0,0,524288,0,1437,483012,82814408,249790464
0,4187.46,2.215,0,0,0,524288,0,1437,483012,82814408,249790464
0,4189.79,3.8186,0,0,0,524288,0,1437,483012,82814408,249790464
0,4191.75,2.2846,0,0,0,524288,0,1437,483012,82814408,249790464
0,4194.32,1.957,0,0,0,524288,0,1437,483012,82814408,249790464
0,4197.93,2.571,0,0,0,524288,0,1437,483012,82814408,249790464
0,4200.27,3.6119,0,0,0,524288,0,1437,483012,82814408,249790464
0,4202.27,2.3337,0,0,0,524288,0,1437,483012,82814408,249790464
0,4204.85,2.0195,0,0,0,524288,0,1437,483012,82814408,249790464
0,4209.14,2.5693,0,0,0,524288,0,1437,483012,82814408,249790464
0,4211.21,4.2943,0,0,0,524288,0,1437,483012,82814408,249790464
0,4215.7,2.0617,0,0,0,524288,0,1437,483012,82814408,249790464
0,4219.03,4.5007,0,0,0,524288,0,1437,483012,82814408,249790464
0,4221.05,3.3237,0,0,0,524288,0,1437,483012,82814408,249790464
0,4223.57,2.0206,0,0,0,524288,0,1437,483012,82814408,249790464
0,4226.68,2.5153,0,0,0,524288,0,1437,483012,82814408,249790464
0,4230.04,3.1234,0,0,0,524288,0,1437,483012,82814408,249790464
0,4231.93,3.3515,0,0,0,524288,0,1437,483012,82814408,249790464
0,4234.62,1.8808,0,0,0,524288,0,1437,483012,82814408,249790464
0,4238.2,2.7078,0,0,0,524288,0,1437,483012,82814408,249790464
0,4240.34,3.5716,0,0,0,524288,0,1437,483012,82814408,249790464
0,4243.12,2.1318,0,0,0,524288,0,1437,483012,82814408,249790464
0,4245.08,2.7831,0,0,0,524288,0,1437,483012,82814408,249790464
0,4248.7,1.9583,0,0,0,524288,0,1437,483012,82814408,249790464
0,4250.85,3.6265,0,0,0,524288,0,1437,483012,82814408,249790464
0,4253.74,2.1403,0,0,0,524288,0,1437,483012,82814408,249790464
0,4256.08,2.8954,0,0,0,524288,0,1437,483012,82814408,249790464
0,4259.37,2.3417,0,0,0,524288,0,1437,483012,82814408,249790464
0,4262.65,3.2915,0,0,0,524288,0,1437,483012,82814408,249790464
0,4265.07,3.289,0,0,0,524288,0,1437,483012,82814408,249790464
0,4268.71,2.4132,0,0,0,524288,0,1437,483012,82814408,249790464
0,4271.3,3.6429,0,0,0,524288,0,1437,483012,82814408,249790464
0,4273.57,2.5895,0,0,0,524288,0,1437,483012,82814408,249790464
0,4275.51,2.2782,0,0,0,524288,0,1437,483012,82814408,249790464
0,4278.78,1.9286,0,0,0,524288,0,1437,483012,82814408,249790464
0,4280.84,3.2648,0,0,0,524288,0,1437,483012,82814408,249790464
0,4283.1,2.0646,0,0,0,524288,0,1437,483012,82814408,249790464
0,4287.05,2.2571,0,0,0,524288,0,1437,483012,82814408,249790464
0,4289.22,3.9483,0,0,0,524288,0,1437,483012,82814408,249790464
0,4291.24,2.1742,0,0,0,524288,0,1437,483012,82814408,249790464
0,4293.48,2.0166,0,0,0,524288,0,1437,483012,82814408,249790464
0,4297.35,2.2426,0,0,0,524288,0,1437,483012,82814408,249790464
0,4299.71,3.8717,0,0,0,524288,0,1437,483012,82814408,249790464
0,4301.72,2.3574,0,0,0,524288,0,1437,483012,82814408,249790464
0,4304.56,2.0047,0,0,0,524288,0,1437,483012,82814408,249790464
0,4307.84,2.8465,0,0,0,524288,0,1437,483012,82814408,249790464
0,4310.14,3.2731,0,0,0,524288,0,1437,483012,82814408,249790464
0,4312.11,2.2977,0,0,0,697303,0,1437,483012,82814408,249790464
0,4314.71,2.0411,0,0,0,697303,0,1437,483012,82814408,249790464
0,4318.49,2.5518,0,0,0,697303,0,1437,483012,82814408,249790464
0,4320.57,3.7571,0,0,0,697303,0,1437,483012,82814408,249790464
0,4322.82,2.0891,0,0,0,697303,0,1437,483012,82814408,249790464
0,4325.28,2.2457,0,0,0,697303,0,1437,483012,82814408,249790464
0,4329.02,2.4562,0,0,0,697303,0,1437,483012,82814408,249790464
0,4331.38,3.7478,0,0,0,697303,0,1437,483012,82814408,249790464
0,4333.4,2.3661,0,0,0,697303,0,1437,483012,82814408,249790464
0,4337.11,2.0099,0,0,0,697303,0,1437,483012,82814408,249790464
0,4339.47,3.7105,0,0,0,697303,0,1437,483012,82814408,249790464
0,4341.49,2.3627,0,0,0,697303,0,1437,483012,82814408,249790464
0,4343.91,2.0144,0,0,0,697303,0,1437,483012,82814408,249790464
0,4347.68,2.4351,0,0,0,697303,0,1437,483012,82814408,249790464
0,4349.9,3.7563,0,0,0,697303,0,1437,483012,82814408,249790464
0,4351.96,2.2383,0,0,0,697303,0,1437,483012,82814408,249790464
0,4354.56,2.0466,0,0,0,697303,0,1437,483012,82814408,249790464
0,4358.25,2.5997,0,0,0,697303,0,1437,483012,82814408,249790464
0,4360.48,3.6873,0,0,0,697303,0,1437,483012,82814408,249790464
0,4362.94,2.224,0,0,0,697303,0,1437,483012,82814408,249790464
0,4365.25,2.4722,0,0,0,697303,0,1437,483012,82814408,249790464
0,4368.82,2.3024,0,0,0,697303,0,1437,483012,82814408,249790464
0,4370.95,3.5756,0,0,0,697303,0,1437,483012,82814408,249790464
0,4373.18,2.1202,0,0,0,697303,0,1437,483012,82814408,249790464
0,4375.6,2.2415,0,0,0,697303,0,1437,483012,82814408,249790464
0,4377.14,2.427,0,0,0,697303,0,1437,483012,82814408,249790464
0,4378.79,1.5267,0,0,0,697303,0,1437,483012,82814408,249790464
0,4382.57,1.6694,0,0,0,697303,0,1437,483012,82814408,249790464
0,4384.86,4.0011,0,0,0,697303,0,1437,483012,82814408,249790464
0,4386.24,2.0605,0,0,0,697303,0,1437,483012,82814408,249790464
0,4387.84,1.3698,0,0,0,697303,0,1437,483012,82814408,249790464
0,4389.88,1.8401,0,0,0,697303,0,1437,483012,82814408,249790464
0,4391.33,1.8179,0,0,0,697303,0,1437,483012,82814408,249790464
0,4393.16,1.4491,0,0,0,697303,0,1437,483012,82814408,249790464
0,4395.13,1.964,0,0,0,697303,0,1437,483012,82814408,249790464
0,4396.92,1.8245,0,0,0,697303,0,1437,483012,82814408,249790464
0,4398.27,1.7996,0,0,0,697303,0,1437,483012,82814408,249790464
0,4400.13,1.3335,0,0,0,697303,0,1437,483012,82814408,249790464
0,4401.24,1.8642,0,0,0,697303,0,1437,483012,82814408,249790464
0,4402.43,1.1143,0,0,0,697303,0,1437,483012,82814408,249790464
0,4403.69,1.1973,0,0,0,697303,0,1437,483012,82814408,249790464
0,4404.95,1.2446,0,0,0,697303,0,1437,483012,82814408,249790464
0,4406.19,1.2555,0,0,0,697303,0,1437,483012,82814408,249790464
0,4407.27,1.2459,0,0,0,697303,0,1437,483012,82814408,249790464
0,4408.27,1.0753,0,0,0,697303,0,1437,483012,82814408,249790464
0,4409.96,1.0044,0,0,0,697303,0,1437,483012,82814408,249790464
0,4411.33,1.851,0,0,0,697303,0,1437,483012,82814408,249790464
0,4413.24,1.2076,0,0,0,697303,0,1437,483012,82814408,249790464
0,4414.45,1.9115,0,0,0,697303,0,1437,483012,82814408,249790464
0,4415.58,1.2145,0,0,0,697303,0,1437,483012,82814408,249790464
0,4416.6,1.1192,0,0,0,697303,0,1437,483012,82814408,249790464
0,4417.67,1.032,0,0,0,697303,0,1437,483012,82814408,249790464
0,4418.69,1.0695,0,0,0,697303,0,1437,483012,82814408,249790464
0,4419.7,1.0234,0,0,0,697303,0,1437,483012,82814408,249790464
0,4421.3,0.9966,0,0,0,697303,0,1437,483012,82814408,249790464
0,4423.39,2.3482,0,0,0,697303,0,1437,483012,82814408,249790464
0,4425.83,2.2478,0,0,0,697303,0,1437,483012,82814408,249790464
0,4427.71,1.5488,0,0,0,697303,0,1437,483012,82814408,249790464
0,4428.73,1.869,0,0,0,697303,0,1437,483012,82814408,249790464
0,4429.76,1.0169,0,0,0,697303,0,1437,483012,82814408,249790464
0,4430.81,1.0349,0,0,0,697303,0,1437,483012,82814408,249790464
0,4432.25,1.2207,0,0,0,927413,0,1437,483012,82814408,249790464
0,4434.22,1.999,0,0,0,927413,0,1437,483012,82814408,249790464
0,4435.34,1.2449,0,0,0,927413,0,1437,483012,82814408,249790464
0,4436.36,1.1076,0,0,0,927413,0,1437,483012,82814408,249790464
0,4437.39,1.0257,0,0,0,927413,0,1437,483012,82814408,249790464
0,4438.54,1.1584,0,0,0,927413,0,1437,483012,82814408,249790464
0,4440.95,1.5777,0,0,0,927413,0,1437,483012,82814408,249790464
0,4442.04,1.8531,0,0,0,927413,0,1437,483012,82814408,249790464
0,4443.23,1.0875,0,0,0,927413,0,1437,483012,82814408,249790464
0,4444.84,1.1985,0,0,0,927413,0,1437,483012,82814408,249790464
0,4445.89,1.6019,0,0,0,927413,0,1437,483012,82814408,249790464
0,4447.05,1.0488,0,0,0,927413,0,1437,483012,82814408,249790464
0,4448.06,1.1644,0,0,0,927413,0,1437,483012,82814408,249790464
0,4449.49,1.0087,0,0,0,927413,0,1437,483012,82814408,249790464
0,4450.54,1.4275,0,0,0,927413,0,1437,483012,82814408,249790464
0,4451.53,1.0532,0,0,0,927413,0,1437,483012,82814408,249790464
0,4454.14,0.9846,0,0,0,927413,0,1437,483012,82814408,249790464
0,4455.89,2.6214,0,0,0,927413,0,1437,483012,82814408,249790464
0,4457.05,1.7431,0,0,0,927413,0,1437,483012,82814408,249790464
0,4458.27,1.1576,0,0,0,927413,0,1437,483012,82814408,249790464
0,4459.41,1.2198,0,0,0,927413,0,1437,483012,82814408,249790464
0,4460.5,1.1403,0,0,0,927413,0,1437,483012,82814408,249790464
0,4461.56,1.0963,0,0,0,927413,0,1437,483012,82814408,249790464
0,4463.25,1.0555,0,0,0,927413,0,1437,483012,82814408,249790464
0,4465.31,2.2477,0,0,0,927413,0,1437,483012,82814408,249790464
0,4466.56,1.4997,0,0,0,927413,0,1437,483012,82814408,249790464
0,4468.22,1.2528,0,0,0,927413,0,1437,483012,82814408,249790464
0,4469.42,1.6608,0,0,0,927413,0,1437,483012,82814408,249790464
0,4471.28,1.2067,0,0,0,927413,0,1437,483012,82814408,249790464
0,4473.03,2.3487,0,0,0,927413,0,1437,483012,82814408,249790464
0,4474.2,1.2582,0,0,0,927413,0,1437,483012,82814408,249790464
0,4475.35,1.168,0,0,0,927413,0,1437,483012,82814408,249790464
0,4476.43,1.1481,0,0,0,927413,0,1437,483012,82814408,249790464
0,4477.46,1.0783,0,0,0,927413,0,1437,483012,82814408,249790464
0,4478.53,1.0278,0,0,0,927413,0,1437,483012,82814408,249790464
0,4480.34,1.6565,0,0,0,927413,0,1437,483012,82814408,249790464
0,4482.01,1.2271,0,0,0,927413,0,1437,483012,82814408,249790464
0,4484.1,2.5309,0,0,0,927413,0,1437,483012,82814408,249790464
0,4486.57,1.9725,0,0,0,927413,0,1437,483012,82814408,249790464
0,4488.81,2.4548,0,0,0,927413,0,1437,483012,82814408,249790464
0,4490.78,2.2874,0,0,0,927413,0,1437,483012,82814408,249790464
0,4492.07,1.321,0,0,0,927413,0,1437,483012,82814408,249790464
0,4494.23,2.0164,0,0,0,927413,0,1437,483012,82814408,249790464
0,4496.04,1.9643,0,0,0,927413,0,1437,483012,82814408,249790464
0,4497.69,1.7061,0,0,0,927413,0,1437,483012,82814408,249790464
0,4500.1,2.414,0,0,0,927413,0,1437,483012,82814408,249790464
0,4503.22,1.5919,0,0,0,927413,0,1437,483012,82814408,249790464
0,4508.44,5.8234,0,0,0,927413,0,1437,483012,82814408,249790464
0,4510.55,2.6069,0,0,0,927413,0,1437,483012,82814408,249790464
0,4512.95,2.5623,0,0,0,927413,0,1437,483012,82814408,249790464
0,4514.41,1.372,0,0,0,927413,0,1437,483012,82814408,249790464
0,4516.37,2.0853,0,0,0,927413,0,1437,483012,82814408,249790464
0,4519.4,2.8523,0,0,0,927413,0,1437,483012,82814408,249790464
0,4521.33,2.1465,0,0,0,927413,0,1437,483012,82814408,249790464
0,4523.57,2.114,0,0,0,927413,0,1437,483012,82814408,249790464
0,4525.5,2.1523,0,0,0,927413,0,1437,483012,82814408,249790464
0,4527.97,1.8115,0,0,0,927413,0,1437,483012,82814408,249790464
0,4530.5,3.1619,0,0,0,927413,0,1437,483012,82814408,249790464
0,4533.9,3.047,0,0,0,927413,0,1437,483012,82814408,249790464
0,4535.71,2.1052,0,0,0,927413,0,1437,483012,82814408,249790464
0,4537.45,1.8702,0,0,0,927413,0,1437,483012,82814408,249790464
0,4539.43,1.8235,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4541.23,1.9463,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4543.07,1.6529,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4546.06,2.5564,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4547.76,2.3481,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4550.8,2.3113,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4553.22,2.8804,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4554.42,1.3899,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4556.13,1.8089,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4557.92,1.7278,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4559.53,1.6507,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4561.3,1.7511,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4563.65,1.8922,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4567.41,2.9254,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4569.43,3.1193,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4572.07,2.1004,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4574.24,2.6618,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4576.34,2.2707,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4578.53,1.953,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4580.23,1.9931,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4581.8,1.6247,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4583.1,1.105,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4584.92,1.8172,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4586.68,1.7846,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4588.49,1.9187,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4590.4,1.168,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4592.07,2.505,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4593.77,1.0779,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4596.8,2.5655,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4598.71,2.4303,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4601.11,2.5161,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4603.74,2.6378,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4605.55,1.5267,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4608.6,2.6857,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4610.67,2.1718,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4614.55,2.2572,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4617.34,4.6695,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4618.48,1.8125,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4620.16,1.6953,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4621.26,1.1154,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4622.47,1.1048,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4623.69,1.2216,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4625.69,1.7452,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4627.73,1.6299,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4628.84,1.8764,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4630.51,1.103,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4631.52,1.6667,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4632.82,1.0095,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4634.04,1.3111,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4635.85,1.8889,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4636.98,1.1343,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4638.06,1.1312,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4639.12,1.0845,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4640.28,1.0558,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4641.46,1.155,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4643.29,1.1829,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4644.52,1.83,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4645.61,1.2293,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4646.72,1.0908,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4648.46,1.1145,0,0,0,1233459,0,1437,483012,82814408,249790464
0,4650.2,1.7405,0,0,0,1233459,0,1437,483012,82814408,249790464
