#scenario=static,seed=1,durationSec=60,commit=unknown,hardware=unknown
frameNumber,chunkId,meshingUs,vertexCount
1,1840697358,8610,1072
1,14,8480,680
1,1840697382,9109,192
1,1227132930,9604,400
1,358,6199,1508
1,1840697378,8230,588
1,1840697862,10781,2980
1,1227132967,10028,2248
1,98,6126,1000
1,1840697642,6516,876
1,614,9051,1400
1,1840697602,9975,156
1,1227133479,8969,296
1,1227133451,8500,624
1,1227135791,7256,668
1,1840699435,7320,1516
1,1840697958,7910,2636
1,1840697923,8599,32
1,2351,8075,136
1,359,7059,2348
1,1840699395,8232,1060
1,806,5801,1332
1,613566798,10509,204
1,46,7218,772
1,1840697422,6643,1040
1,1840698154,4836,948
1,1840699727,6387,536
1,1840697354,6512,788
1,802,3385,592
1,366,4891,1136
1,1840699470,5033,556
1,1840698210,6736,728
1,1840698219,9121,880
1,1840697443,7872,1076
1,1227135787,9251,580
1,559,6903,1120
1,515,7322,1608
1,1840697355,6900,656
1,1840697634,7503,872
1,551,4730,616
1,2563,5682,1324
1,1227133447,9809,708
1,1840700171,6730,1308
1,1840699938,6168,1412
1,613564423,9849,552
1,1840698146,4356,928
1,1840697442,7566,912
1,613566562,8546,256
1,1840699659,8784,76
1,590,8559,152
1,1840697351,7594,304
1,1227133191,8493,524
1,1227133455,8160,36
1,2087,8268,248
1,2594,4931,516
1,1840697675,4511,1044
1,613565258,7116,992
1,1840697379,7767,768
1,2315,8890,344
1,1227133699,9353,108
1,783,4960,660
1,1840698151,4267,444
2,18,3586,316
2,2927,8801,1012
2,1227132935,9377,1648
2,48,4342,2536
2,1227133703,8452,136
2,331,2961,792
2,16898,7069,892
2,613566567,7544,100
2,1840697411,7043,1024
2,6434,8169,452
2,2662,6256,1324
2,2127,4214,604
2,271,5718,832
2,1840700206,5738,1824
2,2627,7999,1144
2,1840699951,7443,1728
2,6182,10266,88
2,7,10585,208
2,2598,6972,812
2,2319,9419,60
2,1840698222,7311,1384
2,771,7766,616
2,2634,6757,1528
2,613565250,9634,36
2,16459,8877,580
2,613566543,9002,56
2,1840699503,6322,1028
2,550,4645,1264
2,1840699722,7686,1444
2,67,7561,1032
2,1840699939,6240,668
2,1227135790,9282,1252
2,1840699950,4507,1044
2,1840697863,8603,1928
2,1840700266,9149,380
2,613565290,8425,1988
2,1840699403,6215,600
2,1840700007,5817,812
2,1840698115,3464,428
2,2926,8302,692
2,16907,6563,868
2,583,9027,28
2,70,8018,692
2,2595,5962,768
2,547,5292,2324
2,1840699971,5766,1028
2,2667,9426,168
2,2314,9662,92
2,1227133702,9157,148
2,106,4203,1416
2,1227149835,8304,604
2,1840697866,9033,120
2,1840700174,5785,756
2,2822,6331,1880
2,613567054,9047,808
2,16,7000,2636
2,20482,7192,72
2,2570,8004,496
2,1840697899,16256,676
2,2378,30060,1960
2,1840697451,31451,1056
2,2855,30461,780
2,1840699947,27415,772
3,613568774,12435,732
3,1840698191,15512,40
3,1840700238,9052,1276
3,1227135563,8522,136
3,1840697674,4777,828
3,1840697346,8624,1176
3,1840700195,5200,1084
3,1840697639,7386,668
3,2666,9490,1020
3,613566818,8355,260
3,613566768,8113,924
3,2403,8916,1308
3,2602,5051,1720
3,103,4771,1156
3,1840697710,5928,1176
3,1840698178,6464,952
3,1227149899,7787,1560
3,1840697699,5202,760
3,2850,6065,1848
3,613564427,7238,1540
3,2154,5069,1056
3,613565006,9382,40
3,514,7607,1800
3,1840697615,5610,732
3,2123,4295,1132
3,335,4320,632
3,49,4202,1212
3,2158,6428,848
3,2054,9794,164
3,2146,4900,1380
3,1840697390,8065,844
3,810,5291,996
3,327,5107,1312
3,613566511,8985,24
3,1840699466,5240,756
3,2823,4350,1032
3,1227133735,8537,140
3,613567266,7815,436
3,1840700287,2210,156
3,99,6041,1136
3,2923,8820,808
3,613567051,8593,1100
3,619,9493,184
3,613565295,6845,1016
3,1227135554,7996,104
3,1840697922,9155,112
3,1227133742,9871,212
3,1840700207,8866,2016
3,1840697926,10491,120
3,1840697890,5231,1256
