#scenario=static,seed=1,durationSec=60,commit=unknown,hardware=unknown
frameNumber,timestampMs,dtMs,cpuRebuildMs,gpuBusyMs,bytesUploaded,uploadBudget,chunksRebuilt,drawCalls,triangles,vramLiveBytes
367,4706.45,1.6891,0,0,0,0,0,1485,481977,82653208
368,4707.63,1.3183,0,0,0,0,0,1485,481977,82653208
369,4709.46,1.6052,0,0,0,0,0,1485,481977,82653208
370,4715.38,3.0926,0,0,0,0,0,1485,481977,82653208
371,4719.92,5.0984,0,0,0,0,0,1485,481977,82653208
372,4722.61,4.6227,0,0,0,0,0,1485,481977,82653208
373,4724.28,2.1184,0,0,0,0,0,1485,481977,82653208
374,4726.72,2.0402,0,0,0,0,0,1485,481977,82653208
375,4731.72,3.8569,0,0,0,0,0,1485,481977,82653208
376,4734.91,3.3581,0,0,0,0,0,1485,481977,82653208
377,4739.3,3.9946,0,0,0,0,0,1485,481977,82653208
378,4742.62,4.0587,0,0,0,0,0,1485,481977,82653208
379,4745,2.8526,0,0,0,0,0,1485,481977,82653208
380,4747.38,2.4386,0,0,0,0,0,1485,481977,82653208
381,4752.07,2.8877,0,0,0,0,0,1485,481977,82653208
382,4754.87,4.636,0,0,0,0,0,1485,481977,82653208
383,4756.67,2.0934,0,0,0,0,0,1485,481977,82653208
384,4758.7,1.9141,0,0,0,0,0,1485,481977,82653208
385,4762,2.8748,0,0,0,0,0,1485,481977,82653208
386,4763.81,2.3626,0,0,0,0,0,1485,481977,82653208
387,4765.34,1.7679,0,0,0,0,0,1485,481977,82653208
388,4767.76,1.9433,0,0,0,0,0,1485,481977,82653208
389,4769.32,1.9818,0,0,0,0,0,1485,481977,82653208
390,4772.27,2.5887,0,0,0,0,0,1485,481977,82653208
391,4775.66,2.6899,0,0,0,0,0,1485,481977,82653208
392,4778.75,2.7957,0,0,0,0,0,1485,481977,82653208
393,4781.29,2.9785,0,0,0,0,0,1485,481977,82653208
394,4783.81,3.0788,0,0,0,0,0,1485,481977,82653208
395,4785.73,1.9637,0,0,0,0,0,1485,481977,82653208
396,4788.13,2.2525,0,0,0,0,0,1485,481977,82653208
397,4790.8,2.369,0,0,0,0,0,1485,481977,82653208
398,4793.29,2.4572,0,0,0,0,0,1485,481977,82653208
399,4796.1,2.9501,0,0,0,0,0,1485,481977,82653208
400,4797.89,2.3454,0,0,0,0,0,1485,481977,82653208
401,4800.72,1.6846,0,0,0,0,0,1485,481977,82653208
402,4803.53,2.9171,0,0,0,0,0,1485,481977,82653208
403,4807.72,4.0497,0,0,0,0,0,1485,481977,82653208
404,4809.92,2.9442,0,0,0,0,0,1485,481977,82653208
405,4811.81,2.157,0,0,0,0,0,1485,481977,82653208
406,4813.65,1.899,0,0,0,0,0,1485,481977,82653208
407,4815.88,1.8435,0,0,0,0,0,1485,481977,82653208
408,4819.43,2.3212,0,0,0,0,0,1485,481977,82653208
409,4823.35,4.217,0,0,0,0,0,1485,481977,82653208
410,4830.13,6.3096,0,0,0,0,0,1485,481977,82653208
411,4835.98,3.7205,0,0,0,0,0,1485,481977,82653208
412,4842.34,9.3972,0,0,0,0,0,1485,481977,82653208
413,4844.5,3.0364,0,0,0,0,0,1485,481977,82653208
414,4846.12,1.8695,0,0,0,0,0,1485,481977,82653208
415,4847.31,1.1889,0,0,0,0,0,1485,481977,82653208
416,4849.23,1.7179,0,0,0,0,0,1485,481977,82653208
417,4851.1,1.8824,0,0,0,0,0,1485,481977,82653208
418,4852.64,1.8496,0,0,0,0,0,1485,481977,82653208
419,4854.14,1.4688,0,0,0,0,0,1485,481977,82653208
420,4856.12,1.612,0,0,0,0,0,1485,481977,82653208
421,4859.44,2.3072,0,0,0,0,0,1485,481977,82653208
422,4861.36,2.9273,0,0,0,0,0,1485,481977,82653208
423,4862.57,1.4727,0,0,0,0,0,1485,481977,82653208
424,4864.27,1.6216,0,0,0,0,0,1485,481977,82653208
425,4865.55,1.284,0,0,0,0,0,1485,481977,82653208
426,4867.29,1.6746,0,0,0,0,0,1485,481977,82653208
427,4868.61,1.353,0,0,0,0,0,1485,481977,82653208
428,4870.64,1.3195,0,0,0,0,0,1485,481977,82653208
429,4873.59,3.2214,0,0,0,0,0,1485,481977,82653208
