#scenario=static,seed=1,durationSec=60,commit=unknown,hardware=unknown
frameNumber,chunkId,meshingUs,vertexCount
22,613567281,3260,1640
22,613566585,3061,1184
22,1227133745,2255,644
22,3067831718,2770,24
22,4294966978,4690,4
22,613566556,2373,1048
22,613564732,1938,1148
22,1227135581,2482,1128
22,1227135580,2787,1088
22,1227133756,1674,1440
23,613567028,3219,2164
23,613564733,3872,1032
23,1227135513,3466,656
23,1227135573,4106,2112
23,613566545,2695,304
23,613567253,2405,1916
23,1227133716,2446,1132
24,3681400047,2594,12
24,1227133053,4302,880
24,3067834247,5082,104
24,1227133016,2573,1376
25,536,3154,2176
25,3681400024,4564,72
25,1227133273,3075,160
25,613566552,2961,724
25,1227133749,2897,912
25,3067833560,3579,76
25,1227135572,4672,1772
25,613564788,10595,1500
25,1227133744,16827,1200
25,1227135512,22734,852
25,613566557,21653,1044
25,613567249,14765,1608
26,1227135609,5124,1688
26,4294966527,4223,124
26,613567024,3980,1280
26,613564720,2995,2228
26,1840699772,2255,616
26,1227133744,3050,1200
26,613567292,4028,1900
26,540,2445,940
26,1227133273,4317,1136
26,2096,3521,1512
26,2097,1392,628
26,1840698233,1269,452
26,613564721,5497,1192
26,1227133020,2058,2372
27,1840698232,1268,48
27,3681400285,1923,4
27,613567288,3695,1780
27,1227133048,3907,2184
27,1227135517,3778,860
27,613564789,3647,648
27,568,2207,136
27,1840699768,1160,48
27,1227135608,3029,1040
27,613564728,2268,1108
28,1227133277,2855,948
28,1227133052,3187,600
28,613564729,3498,700
28,2454267783,3921,48
28,613567260,5187,1544
28,1227135601,5436,3028
28,613567029,4468,1492
29,3681400046,3185,96
29,1227133748,3836,1440
29,1227135505,3577,1692
29,3681402608,3771,4
29,613566553,3793,1196
29,613566996,3782,848
29,613564784,4615,844
30,1227133272,3811,1064
30,613564692,4358,984
30,1227135516,3868,1292
30,1227133305,2530,876
30,613567025,2625,1132
30,613564796,2720,1012
30,1227135600,3511,2172
30,613567256,3508,952
31,3067834002,3380,64
31,541,3365,2124
31,537,4398,1404
31,613567293,4650,1180
31,613564693,3853,928
31,2100,5119,4912
31,1227135613,6312,2504
31,1227133013,5255,2764
31,1840699765,2929,2400
31,1227133009,4377,1340
31,2101,2403,2568
31,613564692,4404,1424
31,1840698205,4206,2176
31,569,1282,692
32,1227133276,2390,876
32,2454269151,3901,4
32,613567289,5018,1664
32,613564700,4747,1396
32,1227133041,5817,1912
32,2108,2049,356
32,1227135545,4628,1628
32,613564785,4633,1272
32,1840699761,1721,1884
32,613567036,2614,1092
32,1227135612,4062,1092
32,1840698204,4159,2136
33,1840698197,1327,312
33,613566992,2915,1172
33,2109,2135,20
33,613564701,4031,1604
33,613564797,2440,1384
33,613567261,5252,1396
33,1227135504,2539,1348
33,1227133045,2295,1336
33,613566997,4952,872
34,1840699733,1942,1060
34,1227133309,2775,1064
34,1227135509,3574,1356
34,1227135605,4066,828
35,1840699729,1087,84
35,1227133304,1978,992
35,613567257,3843,2512
35,613564792,4592,1000
35,613567032,2188,848
35,1227135544,4720,696
35,1227135604,7316,1608
35,613564756,11412,1032
35,1227133265,11312,612
36,2321,4306,3036
36,2454267807,4507,4
36,1840698201,5648,1896
36,613564689,6277,1524
36,1227133012,6600,920
36,613566993,2680,708
36,592,3217,664
36,1227133008,5391,2220
36,613564688,3322,836
36,2320,3529,2136
