#scenario=static,seed=1,durationSec=60,commit=unknown,hardware=unknown
frameNumber,timestampMs,dtMs,cpuRebuildMs,gpuBusyMs,bytesUploaded,uploadBudget,chunksRebuilt,drawCalls,triangles,vramLiveBytes
72,3821.92,34.6569,0,0,0,0,0,1343,440001,79569712
73,3856.99,37.6031,0,0,0,0,0,1351,441906,79724984
74,3888.19,34.6502,0,0,0,0,0,1360,444968,79957112
75,3919.56,31.0815,0,0,0,0,0,1368,448169,80218776
76,3953.49,31.7026,0,0,0,0,0,1377,450753,80514448
77,3986.1,33.6525,0,0,0,0,0,1384,453113,80682200
78,4025.41,32.5569,0,0,0,0,0,1398,457300,81008760
79,4062.12,40.1428,0,0,0,0,0,1402,458314,81104128
80,4104.48,37.6365,0,0,0,0,0,1413,461741,81355184
81,4143.46,41.2469,0,0,0,0,0,1420,463710,81511704
82,4183.05,38.7711,0,0,0,0,0,1431,466996,81790112
83,4220.48,41.3722,0,0,0,0,0,1437,469654,82007576
84,4257.52,37.6957,0,0,0,0,0,1447,474052,82350776
85,4294.18,35.3606,0,0,0,0,0,1457,477500,82619512
86,4312.81,37.5483,0,0,0,0,0,1469,480534,82907800
87,4316.96,17.4172,0,0,0,0,0,1470,481196,82962088
88,4322,6.8838,0,0,0,0,0,1470,481196,82962088
89,4324.28,2.5826,0,0,0,0,0,1470,481196,82962088
90,4329.83,1.8695,0,0,0,0,0,1470,481196,82962088
91,4333.54,5.6495,0,0,0,0,0,1470,481196,82962088
92,4339.95,5.3406,0,0,0,0,0,1470,481196,82962088
93,4343.62,5.0812,0,0,0,0,0,1470,481196,82962088
94,4351.05,3.3522,0,0,0,0,0,1470,481196,82962088
95,4357.86,7.679,0,0,0,0,0,1470,481196,82962088
96,4361.07,6.9494,0,0,0,0,0,1470,481196,82962088
97,4368.56,2.384,0,0,0,0,0,1470,481196,82962088
98,4371.94,7.4914,0,0,0,0,0,1470,481196,82962088
99,4379.25,3.3763,0,0,0,0,0,1470,481196,82962088
100,4382.87,7.3085,0,0,0,0,0,1470,481196,82962088
101,4389.8,4.0108,0,0,0,0,0,1470,481196,82962088
102,4393.25,6.5424,0,0,0,0,0,1470,481196,82962088
103,4400.43,3.4481,0,0,0,0,0,1470,481196,82962088
104,4403.96,7.19,0,0,0,0,0,1470,481196,82962088
105,4410.66,3.5197,0,0,0,0,0,1470,481196,82962088
106,4418.48,6.7065,0,0,0,0,0,1470,481196,82962088
107,4421.36,7.8291,0,0,0,0,0,1470,481196,82962088
108,4428.69,3.414,0,0,0,0,0,1470,481196,82962088
109,4432.06,7.194,0,0,0,0,0,1470,481196,82962088
110,4439.06,3.424,0,0,0,0,0,1470,481196,82962088
111,4443.12,6.8986,0,0,0,0,0,1470,481196,82962088
112,4450.04,4.9405,0,0,0,0,0,1470,481196,82962088
113,4453.44,6.5655,0,0,0,0,0,1470,481196,82962088
114,4460.75,2.9879,0,0,0,0,0,1470,481196,82962088
115,4464.19,7.2938,0,0,0,0,0,1470,481196,82962088
116,4470.84,3.3411,0,0,0,0,0,1470,481196,82962088
117,4478.33,6.7778,0,0,0,0,0,1470,481196,82962088
118,4481.5,7.3917,0,0,0,0,0,1470,481196,82962088
119,4488.69,3.1846,0,0,0,0,0,1470,481196,82962088
120,4492.17,7.4459,0,0,0,0,0,1470,481196,82962088
121,4499.13,3.1733,0,0,0,0,0,1470,481196,82962088
122,4502.57,6.9922,0,0,0,0,0,1470,481196,82962088
123,4510.46,3.0541,0,0,0,0,0,1470,481196,82962088
124,4513.65,7.8983,0,0,0,0,0,1470,481196,82962088
125,4520.23,3.1823,0,0,0,0,0,1470,481196,82962088
126,4524.07,6.5753,0,0,0,0,0,1470,481196,82962088
127,4530.91,4.0841,0,0,0,0,0,1470,481196,82962088
128,4534.5,6.6034,0,0,0,0,0,1470,481196,82962088
129,4541.18,3.5847,0,0,0,0,0,1470,481196,82962088
130,4548.73,6.6833,0,0,0,0,0,1470,481196,82962088
131,4551.72,7.5524,0,0,0,0,0,1470,481196,82962088
132,4559.32,2.9861,0,0,0,0,0,1470,481196,82962088
133,4562.4,8.0172,0,0,0,0,0,1470,481196,82962088
134,4569.83,3.0879,0,0,0,0,0,1470,481196,82962088
135,4575.87,7.3797,0,0,0,0,0,1470,481196,82962088
136,4581.19,6.9592,0,0,0,0,0,1470,481196,82962088
137,4585.65,5.2565,0,0,0,0,0,1470,481196,82962088
138,4589.68,4.3723,0,0,0,0,0,1470,481196,82962088
139,4593.37,3.72,0,0,0,0,0,1470,481196,82962088
140,4595.67,3.3548,0,0,0,0,0,1470,481196,82962088
141,4598.44,1.8167,0,0,0,0,0,1470,481196,82962088
142,4601.23,3.2075,0,0,0,0,0,1470,481196,82962088
143,4604.18,3.0413,0,0,0,0,0,1470,481196,82962088
144,4605.91,2.6503,0,0,0,0,0,1470,481196,82962088
145,4607.39,1.3264,0,0,0,0,0,1470,481196,82962088
146,4608.63,1.4845,0,0,0,0,0,1470,481196,82962088
147,4610.82,1.6625,0,0,0,0,0,1470,481196,82962088
148,4612.66,1.7624,0,0,0,0,0,1470,481196,82962088
149,4613.93,1.8375,0,0,0,0,0,1470,481196,82962088
150,4615.38,1.2783,0,0,0,0,0,1470,481196,82962088
151,4617.5,1.6264,0,0,0,0,0,1470,481196,82962088
152,4619,2.3949,0,0,0,0,0,1470,481196,82962088
153,4620.02,1.0443,0,0,0,0,0,1470,481196,82962088
154,4621.04,1.0176,0,0,0,0,0,1470,481196,82962088
155,4622.08,1.0198,0,0,0,0,0,1470,481196,82962088
156,4623.75,1.4398,0,0,0,0,0,1470,481196,82962088
157,4624.73,1.2729,0,0,0,0,0,1470,481196,82962088
158,4625.81,0.9798,0,0,0,0,0,1470,481196,82962088
159,4626.79,1.076,0,0,0,0,0,1470,481196,82962088
160,4628.4,0.9762,0,0,0,0,0,1470,481196,82962088
161,4630.03,1.6158,0,0,0,0,0,1470,481196,82962088
162,4631.23,1.6281,0,0,0,0,0,1470,481196,82962088
163,4633.42,1.9084,0,0,0,0,0,1470,481196,82962088
164,4634.67,1.4808,0,0,0,0,0,1470,481196,82962088
165,4635.76,1.2832,0,0,0,0,0,1470,481196,82962088
166,4636.83,1.0588,0,0,0,0,0,1470,481196,82962088
167,4637.88,1.0658,0,0,0,0,0,1470,481196,82962088
168,4638.95,1.0483,0,0,0,0,0,1470,481196,82962088
169,4640.19,1.086,0,0,0,0,0,1470,481196,82962088
170,4641.97,1.2776,0,0,0,0,0,1470,481196,82962088
171,4644.74,2.4142,0,0,0,0,0,1470,481196,82962088
172,4645.93,2.0938,0,0,0,0,0,1470,481196,82962088
173,4647.43,1.1866,0,0,0,0,0,1470,481196,82962088
174,4648.61,1.5039,0,0,0,0,0,1470,481196,82962088
175,4649.83,1.1736,0,0,0,0,0,1470,481196,82962088
176,4652.12,1.7184,0,0,0,0,0,1470,481196,82962088
177,4653.89,1.8038,0,0,0,0,0,1470,481196,82962088
178,4655.21,1.764,0,0,0,0,0,1470,481196,82962088
179,4656.73,1.3192,0,0,0,0,0,1470,481196,82962088
180,4658.05,1.5201,0,0,0,0,0,1470,481196,82962088
181,4659.84,1.3184,0,0,0,0,0,1470,481196,82962088
182,4660.97,1.7897,0,0,0,0,0,1470,481196,82962088
183,4662.26,1.1242,0,0,0,0,0,1470,481196,82962088
184,4664.07,1.2991,0,0,0,0,0,1470,481196,82962088
185,4665.32,1.8113,0,0,0,0,0,1470,481196,82962088
186,4666.44,1.241,0,0,0,0,0,1470,481196,82962088
187,4667.58,1.1181,0,0,0,0,0,1470,481196,82962088
188,4668.66,1.1381,0,0,0,0,0,1470,481196,82962088
189,4669.76,1.0838,0,0,0,0,0,1470,481196,82962088
190,4671.52,1.1032,0,0,0,0,0,1470,481196,82962088
191,4673.76,1.7647,0,0,0,0,0,1470,481196,82962088
192,4674.9,2.2319,0,0,0,0,0,1470,481196,82962088
193,4676.04,1.1466,0,0,0,0,0,1470,481196,82962088
194,4677.35,1.1375,0,0,0,0,0,1470,481196,82962088
195,4678.88,1.3095,0,0,0,0,0,1470,481196,82962088
196,4680.62,1.5433,0,0,0,0,0,1470,481196,82962088
197,4681.75,1.7247,0,0,0,0,0,1470,481196,82962088
198,4682.93,1.1392,0,0,0,0,0,1470,481196,82962088
199,4684.17,1.1722,0,0,0,0,0,1470,481196,82962088
200,4685.3,1.2333,0,0,0,0,0,1470,481196,82962088
201,4687,1.1383,0,0,0,0,0,1470,481196,82962088
202,4688.88,1.6929,0,0,0,0,0,1470,481196,82962088
203,4690.83,2.4779,0,0,0,0,0,1470,481196,82962088
204,4692.03,1.3593,0,0,0,0,0,1470,481196,82962088
205,4693.64,1.195,0,0,0,0,0,1470,481196,82962088
206,4695.17,1.62,0,0,0,0,0,1470,481196,82962088
207,4697.35,1.5243,0,0,0,0,0,1470,481196,82962088
208,4698.73,2.198,0,0,0,0,0,1470,481196,82962088
209,4699.92,1.3754,0,0,0,0,0,1470,481196,82962088
210,4701.03,1.1781,0,0,0,0,0,1470,481196,82962088
211,4702.81,1.1102,0,0,0,0,0,1470,481196,82962088
212,4703.93,1.7733,0,0,0,0,0,1470,481196,82962088
213,4705.01,1.1182,0,0,0,0,0,1470,481196,82962088
214,4706.14,1.0862,0,0,0,0,0,1470,481196,82962088
215,4707.56,1.1701,0,0,0,0,0,1470,481196,82962088
216,4708.69,1.378,0,0,0,0,0,1470,481196,82962088
217,4709.8,1.1268,0,0,0,0,0,1470,481196,82962088
218,4710.92,1.1129,0,0,0,0,0,1470,481196,82962088
219,4712.61,1.1166,0,0,0,0,0,1470,481196,82962088
220,4713.98,1.6917,0,0,0,0,0,1470,481196,82962088
221,4715.64,1.3789,0,0,0,0,0,1470,481196,82962088
222,4716.71,1.6587,0,0,0,0,0,1470,481196,82962088
223,4718.09,1.0631,0,0,0,0,0,1470,481196,82962088
224,4719.52,1.7893,0,0,0,0,0,1470,481196,82962088
225,4721.05,1.5643,0,0,0,0,0,1470,481196,82962088
226,4722.13,0.9906,0,0,0,0,0,1470,481196,82962088
227,4723.17,1.0751,0,0,0,0,0,1470,481196,82962088
228,4724.37,1.0434,0,0,0,0,0,1470,481196,82962088
229,4725.58,1.204,0,0,0,0,0,1470,481196,82962088
230,4726.85,1.2066,0,0,0,0,0,1470,481196,82962088
231,4729.05,1.4694,0,0,0,0,0,1470,481196,82962088
232,4730.48,2.0011,0,0,0,0,0,1470,481196,82962088
233,4732.05,1.4273,0,0,0,0,0,1470,481196,82962088
234,4734.71,1.5747,0,0,0,0,0,1470,481196,82962088
235,4736.96,2.6839,0,0,0,0,0,1470,481196,82962088
236,4738.49,2.2302,0,0,0,0,0,1470,481196,82962088
237,4740.51,1.6242,0,0,0,0,0,1470,481196,82962088
238,4742.83,2.0418,0,0,0,0,0,1470,481196,82962088
239,4745.44,2.2033,0,0,0,0,0,1470,481196,82962088
240,4746.95,2.6109,0,0,0,0,0,1470,481196,82962088
241,4748.9,1.5052,0,0,0,0,0,1470,481196,82962088
242,4750.08,1.9483,0,0,0,0,0,1470,481196,82962088
243,4751.35,1.1783,0,0,0,0,0,1470,481196,82962088
244,4752.68,1.2726,0,0,0,0,0,1470,481196,82962088
245,4754.95,1.3227,0,0,0,0,0,1470,481196,82962088
246,4757.64,2.6573,0,0,0,0,0,1470,481196,82962088
247,4759.19,2.3144,0,0,0,0,0,1470,481196,82962088
248,4760.46,1.5429,0,0,0,0,0,1470,481196,82962088
249,4761.67,1.2669,0,0,0,0,0,1470,481196,82962088
250,4763.24,1.2196,0,0,0,0,0,1470,481196,82962088
251,4766.13,1.5747,0,0,0,0,0,1470,481196,82962088
252,4769.13,3.8972,0,0,0,0,0,1470,481196,82962088
253,4770.34,1.9885,0,0,0,0,0,1470,481196,82962088
254,4771.6,1.2029,0,0,0,0,0,1470,481196,82962088
255,4774.01,1.3685,0,0,0,0,0,1470,481196,82962088
256,4775.64,2.3953,0,0,0,0,0,1470,481196,82962088
257,4776.78,1.5351,0,0,0,0,0,1470,481196,82962088
258,4778.01,1.1403,0,0,0,0,0,1470,481196,82962088
259,4779.18,1.2251,0,0,0,0,0,1470,481196,82962088
260,4780.32,1.1765,0,0,0,0,0,1470,481196,82962088
261,4782.9,1.1487,0,0,0,0,0,1470,481196,82962088
262,4784.4,2.5723,0,0,0,0,0,1470,481196,82962088
263,4785.49,1.4972,0,0,0,0,0,1470,481196,82962088
264,4787.17,1.096,0,0,0,0,0,1470,481196,82962088
265,4788.36,1.6758,0,0,0,0,0,1470,481196,82962088
266,4790.22,1.1942,0,0,0,0,0,1470,481196,82962088
267,4791.56,1.8643,0,0,0,0,0,1470,481196,82962088
268,4792.8,1.3477,0,0,0,0,0,1470,481196,82962088
269,4794.18,1.222,0,0,0,0,0,1470,481196,82962088
270,4795.29,1.3788,0,0,0,0,0,1470,481196,82962088
271,4797.06,1.1166,0,0,0,0,0,1470,481196,82962088
272,4798.79,1.8759,0,0,0,0,0,1470,481196,82962088
273,4800.49,1.6256,0,0,0,0,0,1470,481196,82962088
274,4802.47,1.6995,0,0,0,0,0,1470,481196,82962088
275,4804.04,1.9811,0,0,0,0,0,1470,481196,82962088
276,4805.62,1.6482,0,0,0,0,0,1470,481196,82962088
277,4806.91,1.4995,0,0,0,0,0,1470,481196,82962088
278,4808.79,1.2905,0,0,0,0,0,1470,481196,82962088
279,4810.62,1.8906,0,0,0,0,0,1470,481196,82962088
280,4812.06,1.889,0,0,0,0,0,1470,481196,82962088
281,4814.44,1.8119,0,0,0,0,0,1470,481196,82962088
282,4816.01,2.3302,0,0,0,0,0,1470,481196,82962088
283,4818.54,1.1797,0,0,0,0,0,1470,481196,82962088
284,4823.06,5.0767,0,0,0,0,0,1470,481196,82962088
285,4825.38,2.8846,0,0,0,0,0,1470,481196,82962088
286,4827.27,1.787,0,0,0,0,0,1470,481196,82962088
287,4829.7,2.2404,0,0,0,0,0,1470,481196,82962088
288,4831.68,2.3394,0,0,0,0,0,1470,481196,82962088
289,4833.9,1.9547,0,0,0,0,0,1470,481196,82962088
290,4835.65,2.0302,0,0,0,0,0,1470,481196,82962088
291,4838.5,1.7348,0,0,0,0,0,1470,481196,82962088
292,4840.03,2.8324,0,0,0,0,0,1470,481196,82962088
293,4841.21,1.13,0,0,0,0,0,1470,481196,82962088
294,4844,2.4224,0,0,0,0,0,1470,481196,82962088
295,4845.31,1.552,0,0,0,0,0,1470,481196,82962088
296,4848.31,1.7573,0,0,0,0,0,1470,481196,82962088
297,4852,4.058,0,0,0,0,0,1470,481196,82962088
298,4854.36,2.6795,0,0,0,0,0,1470,481196,82962088
299,4856.2,2.3088,0,0,0,0,0,1470,481196,82962088
300,4858.36,1.8825,0,0,0,0,0,1470,481196,82962088
301,4860.65,2.0821,0,0,0,0,0,1470,481196,82962088
302,4862.38,2.2641,0,0,0,0,0,1470,481196,82962088
303,4864.35,1.3504,0,0,0,0,0,1470,481196,82962088
304,4867.07,2.4013,0,0,0,0,0,1470,481196,82962088
305,4869.29,3.0633,0,0,0,0,0,1470,481196,82962088
306,4870.85,1.823,0,0,0,0,0,1470,481196,82962088
307,4872.24,1.1773,0,0,0,0,0,1470,481196,82962088
308,4874.45,1.3965,0,0,0,0,0,1470,481196,82962088
309,4876.02,2.2135,0,0,0,0,0,1470,481196,82962088
310,4877.36,1.5993,0,0,0,0,0,1470,481196,82962088
311,4879.4,1.3002,0,0,0,0,0,1470,481196,82962088
312,4882.11,2.4691,0,0,0,0,0,1470,481196,82962088
313,4883.61,2.2913,0,0,0,0,0,1470,481196,82962088
314,4884.73,1.495,0,0,0,0,0,1470,481196,82962088
315,4885.79,1.1176,0,0,0,0,0,1470,481196,82962088
316,4886.92,1.0612,0,0,0,0,0,1470,481196,82962088
317,4888.02,1.1249,0,0,0,0,0,1470,481196,82962088
318,4889.91,1.1205,0,0,0,0,0,1470,481196,82962088
319,4891.14,1.8719,0,0,0,0,0,1470,481196,82962088
320,4892.46,1.2343,0,0,0,0,0,1470,481196,82962088
321,4894.42,1.3167,0,0,0,0,0,1470,481196,82962088
322,4895.53,1.9625,0,0,0,0,0,1470,481196,82962088
323,4897.34,1.1045,0,0,0,0,0,1470,481196,82962088
324,4898.68,1.8292,0,0,0,0,0,1470,481196,82962088
325,4899.78,1.3253,0,0,0,0,0,1470,481196,82962088
326,4900.83,1.0952,0,0,0,0,0,1470,481196,82962088
327,4902.22,1.0531,0,0,0,0,0,1470,481196,82962088
328,4903.82,1.5373,0,0,0,0,0,1470,481196,82962088
329,4905.85,1.4577,0,0,0,0,0,1470,481196,82962088
330,4907.18,2.0302,0,0,0,0,0,1470,481196,82962088
331,4908.92,1.331,0,0,0,0,0,1470,481196,82962088
332,4910.4,1.7292,0,0,0,0,0,1470,481196,82962088
333,4911.85,1.4864,0,0,0,0,0,1470,481196,82962088
334,4914.14,1.4485,0,0,0,0,0,1470,481196,82962088
335,4915.56,2.2961,0,0,0,0,0,1470,481196,82962088
336,4916.71,1.414,0,0,0,0,0,1470,481196,82962088
337,4918.13,1.1502,0,0,0,0,0,1470,481196,82962088
338,4919.48,1.6033,0,0,0,0,0,1470,481196,82962088
339,4921.09,1.1829,0,0,0,0,0,1470,481196,82962088
340,4922.31,1.5915,0,0,0,0,0,1470,481196,82962088
341,4924.15,1.2208,0,0,0,0,0,1470,481196,82962088
342,4925.49,1.8443,0,0,0,0,0,1470,481196,82962088
343,4926.62,1.3375,0,0,0,0,0,1470,481196,82962088
344,4927.77,1.1252,0,0,0,0,0,1470,481196,82962088
345,4929.06,1.1497,0,0,0,0,0,1470,481196,82962088
346,4930.14,1.3049,0,0,0,0,0,1470,481196,82962088
347,4931.18,1.0718,0,0,0,0,0,1470,481196,82962088
348,4932.27,1.0334,0,0,0,0,0,1470,481196,82962088
349,4933.53,1.0929,0,0,0,0,0,1470,481196,82962088
350,4934.62,1.2587,0,0,0,0,0,1470,481196,82962088
351,4936.63,1.0949,0,0,0,0,0,1470,481196,82962088
352,4937.88,2.0077,0,0,0,0,0,1470,481196,82962088
353,4939.09,1.4067,0,0,0,0,0,1470,481196,82962088
354,4940.14,1.047,0,0,0,0,0,1470,481196,82962088
355,4941.42,1.0537,0,0,0,0,0,1470,481196,82962088
356,4942.9,1.279,0,0,0,0,0,1470,481196,82962088
357,4945.44,1.4895,0,0,0,0,0,1470,481196,82962088
358,4947.88,2.5547,0,0,0,0,0,1470,481196,82962088
359,4949.44,2.4569,0,0,0,0,0,1470,481196,82962088
360,4950.95,1.5368,0,0,0,0,0,1470,481196,82962088
361,4954.04,1.6017,0,0,0,0,0,1470,481196,82962088
362,4956.44,2.9978,0,0,0,0,0,1470,481196,82962088
363,4958.83,2.4101,0,0,0,0,0,1470,481196,82962088
364,4960.45,2.3899,0,0,0,0,0,1470,481196,82962088
365,4961.85,1.597,0,0,0,0,0,1470,481196,82962088
366,4964.3,1.3999,0,0,0,0,0,1470,481196,82962088
367,4966.3,2.4693,0,0,0,0,0,1470,481196,82962088
368,4967.57,2.0119,0,0,0,0,0,1470,481196,82962088
369,4968.69,1.2365,0,0,0,0,0,1470,481196,82962088
370,4969.79,1.1154,0,0,0,0,0,1470,481196,82962088
371,4971.76,1.1093,0,0,0,0,0,1470,481196,82962088
372,4973.66,1.9825,0,0,0,0,0,1470,481196,82962088
373,4974.89,1.8843,0,0,0,0,0,1470,481196,82962088
374,4976.15,1.23,0,0,0,0,0,1470,481196,82962088
375,4977.73,1.2775,0,0,0,0,0,1470,481196,82962088
376,4978.9,1.5635,0,0,0,0,0,1470,481196,82962088
377,4980.4,1.1646,0,0,0,0,0,1470,481196,82962088
378,4981.86,1.5056,0,0,0,0,0,1470,481196,82962088
379,4983.13,1.4595,0,0,0,0,0,1470,481196,82962088
380,4984.24,1.2705,0,0,0,0,0,1470,481196,82962088
381,4986.34,1.105,0,0,0,0,0,1470,481196,82962088
382,4987.83,2.106,0,0,0,0,0,1470,481196,82962088
383,4989.28,1.4914,0,0,0,0,0,1470,481196,82962088
384,4990.36,1.4476,0,0,0,0,0,1470,481196,82962088
385,4991.42,1.074,0,0,0,0,0,1470,481196,82962088
386,4992.57,1.064,0,0,0,0,0,1470,481196,82962088
387,4993.8,1.146,0,0,0,0,0,1470,481196,82962088
388,4994.89,1.2368,0,0,0,0,0,1470,481196,82962088
389,4996.65,1.0895,0,0,0,0,0,1470,481196,82962088
390,4997.94,1.7678,0,0,0,0,0,1470,481196,82962088
391,4999.62,1.2785,0,0,0,0,0,1470,481196,82962088
392,5000.67,1.6847,0,0,0,0,0,1470,481196,82962088
393,5001.79,1.0502,0,0,0,0,0,1470,481196,82962088
394,5003.15,1.1131,0,0,0,0,0,1470,481196,82962088
395,5005.21,1.3666,0,0,0,0,0,1470,481196,82962088
396,5006.38,2.0614,0,0,0,0,0,1470,481196,82962088
397,5007.41,1.1651,0,0,0,0,0,1470,481196,82962088
398,5008.43,1.0292,0,0,0,0,0,1470,481196,82962088
399,5009.4,1.0181,0,0,0,0,0,1470,481196,82962088
400,5010.4,0.9704,0,0,0,0,0,1470,481196,82962088
401,5012.12,1.0061,0,0,0,0,0,1470,481196,82962088
402,5013.23,1.7202,0,0,0,0,0,1470,481196,82962088
403,5014.27,1.1011,0,0,0,0,0,1470,481196,82962088
404,5015.23,1.0476,0,0,0,0,0,1470,481196,82962088
405,5016.89,0.9597,0,0,0,0,0,1470,481196,82962088
406,5017.86,1.6572,0,0,0,0,0,1470,481196,82962088
407,5019.77,0.9695,0,0,0,0,0,1470,481196,82962088
408,5021.12,1.9135,0,0,0,0,0,1470,481196,82962088
409,5022.4,1.3493,0,0,0,0,0,1470,481196,82962088
410,5024.33,1.3375,0,0,0,0,0,1470,481196,82962088
411,5026.76,1.8737,0,0,0,0,0,1470,481196,82962088
412,5028.01,2.4342,0,0,0,0,0,1470,481196,82962088
413,5029.59,1.2407,0,0,0,0,0,1470,481196,82962088
414,5030.75,1.5847,0,0,0,0,0,1470,481196,82962088
415,5032.07,1.1584,0,0,0,0,0,1470,481196,82962088
416,5033.44,1.3153,0,0,0,0,0,1470,481196,82962088
417,5034.57,1.3979,0,0,0,0,0,1470,481196,82962088
418,5035.61,1.1057,0,0,0,0,0,1470,481196,82962088
419,5036.69,1.0407,0,0,0,0,0,1470,481196,82962088
420,5037.84,1.0831,0,0,0,0,0,1470,481196,82962088
421,5040.37,1.5079,0,0,0,0,0,1470,481196,82962088
422,5041.42,2.1685,0,0,0,0,0,1470,481196,82962088
423,5042.59,1.0531,0,0,0,0,0,1470,481196,82962088
424,5043.92,1.1674,0,0,0,0,0,1470,481196,82962088
425,5044.9,1.3331,0,0,0,0,0,1470,481196,82962088
426,5045.86,0.9769,0,0,0,0,0,1470,481196,82962088
427,5046.84,0.9639,0,0,0,0,0,1470,481196,82962088
428,5047.95,0.9809,0,0,0,0,0,1470,481196,82962088
429,5049.37,1.2493,0,0,0,0,0,1470,481196,82962088
430,5050.48,1.2786,0,0,0,0,0,1470,481196,82962088
431,5052.32,1.1031,0,0,0,0,0,1470,481196,82962088
432,5053.53,1.8458,0,0,0,0,0,1470,481196,82962088
433,5054.62,1.2071,0,0,0,0,0,1470,481196,82962088
